timestamp,open,high,low,close,volume
2008-10-31,33.3700,33.5400,22.8000,29.3200,90863062
2008-09-30,42.1900,42.6400,28.3000,33.3100,85228454
2008-08-29,40.0000,43.3400,38.7200,41.2800,53312647
2008-07-31,42.7300,45.0600,35.4300,39.3900,77523172
2008-06-30,47.6300,49.4800,41.7600,43.4600,67013058
2008-05-30,43.5500,50.1200,41.9100,49.1100,63405756
2008-04-30,36.4150,44.5000,35.0700,43.6900,88352082
2008-03-31,38.5500,39.0700,32.6500,35.7700,64402390
2008-02-29,41.8800,44.7200,38.7900,38.9200,61299403
2008-01-31,45.3600,45.6500,35.0000,41.4000,84160409
2007-12-31,42.3200,46.7100,41.0100,45.3600,43579574
2007-11-30,50.2000,51.2500,38.6000,42.1500,68037143
2007-10-31,48.4000,55.8000,46.5900,50.9400,67641688
2007-09-28,48.1300,50.2000,45.6300,48.3900,37851922
2007-08-31,49.3300,51.5000,44.0000,47.7100,50842055
2007-07-31,50.5000,54.7300,49.3800,49.6000,58925415
2007-06-29,49.7100,53.5000,47.3300,50.3800,46526380
2007-05-31,52.4700,54.3700,48.2500,49.2500,45876603
2007-04-30,49.3800,56.1600,49.1000,52.3500,48269706
2007-03-30,53.0300,54.8200,49.0000,50.2500,37858202
2007-02-28,58.5700,61.2500,52.5000,54.2600,27206046
2007-01-31,55.5300,58.7300,53.4000,58.0000,35494408
2006-12-29,53.9200,55.5900,52.3000,54.5600,31321768
2006-11-30,52.1000,56.8900,50.4500,53.5300,36510981
2006-10-31,47.8000,52.7800,46.5900,52.1000,29830654
2006-09-29,45.2000,48.6200,43.0100,47.7300,18109890
2006-08-31,41.3900,45.2400,40.1300,44.8500,17605734
2006-07-31,76.7500,84.4500,37.8500,41.0900,26984975
2006-06-30,70.0500,76.6600,63.9200,76.4100,21438432
2006-05-31,79.1500,82.9700,66.6800,70.6000,18532511
2006-04-28,78.6500,85.1500,73.2200,78.6500,22400241
2006-03-31,71.8800,78.0000,67.4200,77.8600,15345017
2006-02-28,75.2900,76.5000,69.0600,70.8000,11902510
2006-01-31,81.2400,83.3800,71.9500,76.2200,19430965
2005-12-30,72.8500,82.7500,72.6400,80.8600,13543200
2005-11-30,68.0000,75.1900,67.5000,72.0600,9841200
2005-10-31,74.0000,77.0300,65.2500,68.0000,18855700
2005-09-30,71.9000,74.8000,69.5900,74.2800,13543800
2005-08-31,71.0000,74.5300,66.6100,70.7900,12905400
2005-07-29,77.6000,78.0200,68.5000,71.1800,21459400
2005-06-30,72.2000,78.7400,69.6700,77.6000,16268100
2005-05-31,59.4000,73.2900,57.2800,72.3400,19442100
2005-04-29,74.6000,75.0500,56.2300,59.2000,17670200
2005-03-31,75.5000,78.4800,72.3300,73.7300,6685600
2005-02-28,67.2000,77.9800,65.3600,76.2500,9667500
2005-01-31,69.4400,70.3000,59.6700,66.0400,12386300
2004-12-31,71.7500,72.4600,65.2800,69.3100,11729100
2004-11-30,66.8790,72.0000,63.2500,72.0000,19128900
2004-10-29,56.8600,68.0000,54.2600,66.4300,17775400
2004-09-30,51.8110,59.0800,51.7600,56.6000,10860800
2004-08-31,50.3500,52.3200,44.7100,52.1300,10242500
2004-07-30,92.5200,95.8100,42.7000,50.1500,12398550
2004-06-30,82.6800,97.0000,81.0100,93.1800,5711700
2004-05-28,81.8500,87.0700,68.2700,82.7500,7424900
2004-04-30,83.0000,89.3100,80.3900,80.7400,5943100
2004-03-31,86.0000,86.7300,74.6110,81.7300,7008800
2004-02-27,88.5000,91.7200,81.3500,84.0300,5783400
2004-01-30,96.7600,102.5000,85.5000,88.3500,9033700
2003-12-31,85.8500,96.6700,80.5500,95.4000,4442900
2003-11-28,86.3000,89.7500,77.7400,83.0500,3586800
2003-10-31,68.5700,85.8000,68.4000,84.5800,5847700
2003-09-30,56.9500,71.6500,56.4300,68.0720,6820000
2003-08-29,54.2000,57.3000,50.1000,56.8000,4071900
2003-07-31,53.8800,62.0000,50.2500,53.2300,7535000
2003-06-30,44.9000,56.0100,44.3010,53.6500,2492300
2003-05-30,41.4000,44.9900,40.2000,44.2000,3157500
2003-04-30,62.2900,65.5000,38.5100,41.1000,6410800
2003-03-31,62.2400,67.2500,55.1000,61.3500,2686700
2003-02-28,65.9000,69.0000,59.5000,61.8000,1413300
2003-01-31,70.4900,75.5200,59.8900,64.9600,2801100
2002-12-31,83.9000,85.5000,61.9500,69.5500,4111200
2002-11-29,70.2900,86.8300,68.7000,83.2500,3195500
2002-10-31,54.0200,73.6000,50.8400,71.5500,3665700
2002-09-30,55.9100,60.6800,53.0500,54.2000,1487200
2002-08-30,51.2900,57.7500,49.5000,56.6000,1717300
2002-07-31,50.5000,57.0000,48.0000,51.5000,1686500
2002-06-28,56.9800,61.0900,46.5500,51.2000,1491300
2002-05-31,62.0200,67.6600,56.0000,56.5400,1499500
2002-04-30,64.4600,70.5000,60.1100,62.0500,2053400
2002-03-28,55.0200,73.1400,55.0200,65.5000,1768000
2002-02-28,61.8600,63.4600,51.1500,55.0000,1686200
2002-01-31,62.6000,76.2000,54.4000,62.8400,3882000
2001-12-31,59.1900,70.1100,55.6600,62.0000,1981900
2001-11-30,48.5000,66.5000,47.0000,57.1000,2696800
2001-10-31,34.2700,55.0000,31.6900,47.2100,3732900
2001-09-28,52.4400,52.4400,30.6000,33.8100,2444200
2001-08-31,65.6600,69.9000,52.5000,52.5000,2087900
2001-07-31,63.8900,68.0000,54.5100,66.0300,1692100
2001-06-29,67.4900,74.6000,55.6900,65.0000,1418600
2001-05-31,72.0000,81.5000,64.3500,68.0000,2249600
2001-04-30,66.3800,73.9500,50.6500,73.5000,5098000
2001-03-30,90.0000,92.9400,60.1300,65.5000,5009600
2001-02-28,122.2000,123.0000,86.7500,92.0000,2661200
2001-01-31,92.1300,131.4000,86.1300,120.9000,2536600
2000-12-29,118.5000,141.5000,90.0600,92.2500,2963900
2000-11-30,138.0000,147.3000,112.0000,119.9000,1986700
2000-10-31,130.3000,137.5000,105.1000,137.5000,2584900
2000-09-29,159.9000,164.0000,121.0000,132.0000,2045300
2000-08-31,130.0000,169.1000,96.5000,156.0000,3700100
2000-07-31,181.9000,186.9000,120.0000,132.9000,2533000
2000-06-30,154.4000,199.9000,154.4000,177.3000,1888300
2000-05-31,211.8000,214.5000,130.8000,153.4000,3698600
2000-04-28,180.8000,284.6000,131.1000,203.0000,6454700
2000-03-31,287.0000,375.0000,180.0000,193.0000,4077500
2000-02-29,327.9000,681.0000,239.1000,270.3000,3390450
